FIPS,CTYNAME,STNAME,2017,REF2050,NZ2050,NZ2050RCP
5139,Union County,Arkansas,38.02637958,35.5496475,31.82516292,32.85613458
5141,Van Buren County,Arkansas,38.80269923,35.54642615,32.46042231,32.59595462
5143,Washington County,Arkansas,41.08206611,36.51963667,33.64711278,32.511345
5145,White County,Arkansas,43.17872688,39.39741188,35.15600938,34.12430625
5147,Woodruff County,Arkansas,41.47321091,39.03022636,35.41536182,33.90158182
5149,Yell County,Arkansas,39.29610188,35.47053813,32.26069313,30.45899
6001,Alameda County,California,34.77648,33.47156615,34.30914769,34.97055385
6003,Alpine County,California,42.53297182,42.34094364,41.28158182,42.89701545
6005,Amador County,California,45.01579462,45.03776538,42.87106,43.50519154
6007,Butte County,California,44.69832406,44.84194813,42.88570406,42.79173125
6009,Calaveras County,California,45.15739333,45.21278278,42.95581667,42.76334278
6011,Colusa County,California,43.9923875,44.7048295,43.0089375,43.466489
6013,Contra Costa County,California,35.41771417,34.15824583,34.35973083,35.22636417
6015,Del Norte County,California,30.05894813,27.999445,27.13462563,26.90948125
6017,El Dorado County,California,44.56781323,44.5335429,42.42505032,43.23694516
6019,Fresno County,California,46.61702679,46.94254151,45.31556858,46.58312453
6021,Glenn County,California,44.9102813,45.46633522,43.65551696,43.08359565
6023,Humboldt County,California,27.64415,26.22399873,25.39068921,24.11810286
6025,Imperial County,California,36.08451494,35.41289976,34.06435795,40.23350072
6027,Inyo County,California,40.48055244,40.0487695,38.79809533,41.70539278
6029,Kern County,California,49.80363076,50.18703229,48.02467153,49.03318861
6031,Kings County,California,50.6006576,51.2047692,49.0574652,51.5887284
6033,Lake County,California,38.30273783,38.29395217,37.03269217,35.83143783
6035,Lassen County,California,42.54599232,42.4608861,41.56224232,42.98231159
6037,Los Angeles County,California,46.32568681,45.17930884,44.12943449,48.37933971
6039,Madera County,California,47.70064324,47.92525514,46.31826459,45.81929541
6041,Marin County,California,25.929302,24.306832,23.559988,24.046715
6043,Mariposa County,California,46.94193407,47.02247,45.19155519,44.21401815
6045,Mendocino County,California,30.26604328,29.43975131,28.45975311,26.89854836
6047,Merced County,California,45.77207222,46.01013083,43.99290694,43.96794917
6049,Modoc County,California,39.88781816,39.68045368,38.98727263,39.78059013
6051,Mono County,California,41.77393291,41.37845764,40.62227709,43.10957982
6053,Monterey County,California,38.25555607,37.46238311,36.44681098,36.70148623
6055,Napa County,California,36.91205667,36.762184,35.088492,35.493536
6057,Nevada County,California,44.68631611,44.58357333,42.75097556,43.94217167
6059,Orange County,California,36.26149929,33.71896357,36.28758286,40.93249286
6061,Placer County,California,44.7421825,44.79576607,42.88240464,44.27740607
6063,Plumas County,California,43.38886911,43.37094467,42.11250133,43.72161067
6065,Riverside County,California,42.74965092,42.05730565,40.47603008,44.49109053
6067,Sacramento County,California,45.56120471,45.33613059,43.66324765,45.52103
6069,San Benito County,California,42.03717077,41.67850769,40.06838885,40.45848808
6071,San Bernardino County,California,41.42128317,40.97023222,39.30133917,43.6347575
6073,San Diego County,California,41.48158103,39.82335077,38.68497077,41.37110705
6075,San Francisco County,California,21.70599,19.26305,20.12919,21.94334
6077,San Joaquin County,California,44.7023616,44.418648,42.993814,43.3283852
6079,San Luis Obispo County,California,40.41634161,40.14040129,38.51447516,40.09016806
6081,San Mateo County,California,24.06952,22.10421556,23.09740222,23.73647222
6083,Santa Barbara County,California,40.13615471,39.11320235,37.32128588,39.56897
6085,Santa Clara County,California,38.93952174,37.95820435,37.95381609,38.76042565
6087,Santa Cruz County,California,30.01595875,28.1312,29.5954275,32.12976625
6089,Shasta County,California,41.62457714,41.60820643,40.080972,39.329434
6091,Sierra County,California,43.86929438,43.76743938,42.39838125,44.57339
6093,Siskiyou County,California,37.12868113,36.26399009,35.22617843,33.62322574
6095,Solano County,California,37.30718,36.808666,35.45578933,36.84558933
6097,Sonoma County,California,30.33672379,29.50237069,28.16300586,28.38273897
6099,Stanislaus County,California,47.08483296,47.29192,45.19990222,45.98441074
6101,Sutter County,California,44.96129636,45.49824636,43.50293455,44.31352182
6103,Tehama County,California,43.98620596,44.05185365,42.22082904,41.15979173
6105,Trinity County,California,36.84464782,36.47158636,35.32503836,33.30406364
6107,Tulare County,California,47.60785524,47.88220869,45.97346298,47.58273881
6109,Tuolumne County,California,43.99859171,44.00325829,42.40142927,42.77397878
6111,Ventura County,California,46.67556813,45.73294469,43.47661938,46.0457075
6113,Yolo County,California,42.33038944,42.71991944,40.92159556,42.71733611
6115,Yuba County,California,44.909065,45.04979917,42.91869917,43.65442167
8001,Adams County,Colorado,41.82134364,38.30134773,36.81945545,39.55172727
8003,Alamosa County,Colorado,36.25633182,34.00409273,32.68841091,33.62160364
8005,Arapahoe County,Colorado,42.267658,38.91761867,37.212272,40.13410733
8007,Archuleta County,Colorado,35.75320462,32.12574269,31.02898231,34.37677308
8009,Baca County,Colorado,38.426176,35.85744578,34.13648689,35.50975267
8011,Bent County,Colorado,38.2399025,35.49723625,33.84688667,35.78200958
8013,Boulder County,Colorado,44.36417,40.513545,39.07757333,41.33748333
8014,Broomfield County,Colorado,45.22272,41.44655,39.93757,43.71915
8015,Chaffee County,Colorado,39.74239105,36.68441632,35.71332263,36.30521526
8017,Cheyenne County,Colorado,38.430369,35.94614733,34.39203767,35.689239
8019,Clear Creek County,Colorado,45.08185833,41.03843333,39.79216667,40.20941333
8021,Conejos County,Colorado,36.35586739,33.79301522,32.62825609,34.58977217
8023,Costilla County,Colorado,36.72926238,34.35322857,32.95578048,34.55281905
8025,Crowley County,Colorado,38.78569214,36.02935214,34.49090071,36.33540857
8027,Custer County,Colorado,39.52933125,36.35768188,34.71133313,36.24479
8029,Delta County,Colorado,38.93054143,35.53516571,34.51946286,34.8188719
8031,Denver County,Colorado,46.84223,43.360215,41.35371,43.934375
8033,Dolores County,Colorado,38.11178056,34.01604944,33.47729,33.98754389
8035,Douglas County,Colorado,44.49866267,40.89117867,38.96266733,40.68473533
8037,Eagle County,Colorado,39.89630448,36.95730034,35.62966276,36.94615931
8039,Elbert County,Colorado,39.9983403,37.0033103,35.46355758,38.25182303
8041,El Paso County,Colorado,40.116718,36.71632857,35.17555086,37.85332543
8043,Fremont County,Colorado,40.79074857,37.00019179,34.89800893,36.71011464
8045,Garfield County,Colorado,41.07847245,37.57387396,36.3126266,36.7592417
8047,Gilpin County,Colorado,45.97415333,41.95544333,40.58376667,41.61233667
8049,Grand County,Colorado,40.05907394,36.75048091,35.59645939,37.24649273
8051,Gunnison County,Colorado,38.15135017,35.49020367,34.78700183,34.74125867
8053,Hinsdale County,Colorado,37.45945706,34.42999941,33.59308706,34.90126118
8055,Huerfano County,Colorado,38.35514517,35.30573586,33.83698207,36.01549034
8057,Jackson County,Colorado,39.62778032,36.89912065,35.78077645,37.53242226
8059,Jefferson County,Colorado,47.06748286,43.68145929,42.04991929,43.29807429
8061,Kiowa County,Colorado,38.69932618,36.05690118,34.50059353,35.65680588
8063,Kit Carson County,Colorado,38.8011359,35.85868179,34.60999897,36.04230641
8065,Lake County,Colorado,41.49262286,38.03924,37.55242286,36.99833571
8067,La Plata County,Colorado,36.4777275,32.94425,31.86698281,34.63366688
8069,Larimer County,Colorado,40.50941125,37.07463167,35.6582175,38.54590833
8071,Las Animas County,Colorado,36.87114977,34.38055535,33.02701895,35.74962
8073,Lincoln County,Colorado,38.66474979,35.69890208,34.44996458,36.673285
8075,Logan County,Colorado,39.48455306,36.64686028,35.36987722,35.87481722
8077,Mesa County,Colorado,41.07062948,37.11475172,35.90550483,35.84260241
8079,Mineral County,Colorado,36.47350353,33.70566941,32.60660412,34.57634941
8081,Moffat County,Colorado,41.35411233,38.43646756,37.39010384,39.09393767
8083,Montezuma County,Colorado,37.16802314,33.244104,32.51740857,34.85128657
8085,Montrose County,Colorado,38.67318927,35.25335902,34.2969078,34.29441537
8087,Morgan County,Colorado,39.58643,36.65899682,35.34613909,37.19106136
8089,Otero County,Colorado,38.23091261,35.59807783,34.02187609,35.8662613
8091,Ouray County,Colorado,38.414387,35.247916,34.625732,34.513325
8093,Park County,Colorado,43.55984132,39.33957684,37.85347079,37.99433342
8095,Phillips County,Colorado,39.14165467,37.01131267,35.53576467,35.684882
8097,Pitkin County,Colorado,40.01646188,37.12732063,36.00777688,35.98081375
8099,Prowers County,Colorado,38.92431269,36.09441885,34.55541154,35.83682615
8101,Pueblo County,Colorado,39.56578381,36.25955833,34.68945786,37.04744976
8103,Rio Blanco County,Colorado,42.81920625,39.26060018,38.04528,37.52866179
8105,Rio Grande County,Colorado,36.22751438,33.89185063,32.64492813,34.44778813
8107,Routt County,Colorado,41.20099122,37.95645902,36.73452122,37.94274732
8109,Saguache County,Colorado,37.13594796,35.1098487,33.69806204,34.36274556
8111,San Juan County,Colorado,38.089555,34.81036375,34.09751625,34.93692125
8113,San Miguel County,Colorado,38.59106682,35.17782136,34.44201773,34.04814091
8115,Sedgwick County,Colorado,39.78820375,37.4556075,35.880885,35.82035125
8117,Summit County,Colorado,41.33347769,37.70568692,36.80081846,37.39930692
8119,Teller County,Colorado,43.1408,39.138773,36.973808,38.353427
8121,Washington County,Colorado,39.26925512,36.35198395,35.2204793,36.68900488
8123,Weld County,Colorado,40.27544056,37.11575681,35.52952097,38.20761639
8125,Yuma County,Colorado,39.02135548,36.44805619,35.34490381,35.72160857
9001,Fairfield County,Connecticut,43.16613667,40.758235,39.42709833,41.5040275
9003,Hartford County,Connecticut,40.05328143,38.88664214,37.14617643,38.55105
9005,Litchfield County,Connecticut,38.29379875,36.59077313,35.2806125,37.30902063
9007,Middlesex County,Connecticut,39.61924875,38.19766375,36.64096,37.0528825
9009,New Haven County,Connecticut,41.21017333,39.21603667,37.97290778,39.81866222
9011,New London County,Connecticut,38.631635,37.53328714,35.79677714,36.02938786
9013,Tolland County,Connecticut,38.508465,37.53365875,35.7716975,36.2689975
9015,Windham County,Connecticut,38.50840429,37.49228714,35.73111571,36.28839
10001,Kent County,Delaware,42.587589,39.478832,37.667115,40.149642
10003,New Castle County,Delaware,44.370505,41.436055,39.34683875,42.918215
10005,Sussex County,Delaware,41.798825,38.08739667,35.93985278,39.198125
11001,District of Columbia,District of Columbia,50.02651,45.96766,42.32955,43.31977
12001,Alachua County,Florida,31.93138211,27.45405316,26.79522316,29.57517
12003,Baker County,Florida,32.61935182,28.34828,26.44798909,27.11731636
12005,Bay County,Florida,32.72525,29.44026,27.57638214,23.94484286
12007,Bradford County,Florida,32.940318,28.62338,27.547434,29.518094
12009,Brevard County,Florida,26.160973,22.422645,21.5411175,19.22143
12011,Broward County,Florida,26.60718773,22.64993773,22.46670682,21.62135091
12013,Calhoun County,Florida,30.944984,27.817671,25.779879,23.646078
12015,Charlotte County,Florida,27.930405,25.36047833,24.52171583,25.86214917
12017,Citrus County,Florida,33.6165475,28.90424333,27.72538583,30.66599083
12019,Clay County,Florida,34.40316462,29.69561462,28.70551615,32.46007077
12021,Collier County,Florida,26.92680429,23.79167657,23.43479857,25.47385657
12023,Columbia County,Florida,30.31221357,26.65486,24.89667357,26.08744214
12027,DeSoto County,Florida,26.70181167,23.773945,23.2303125,23.64766167
12029,Dixie County,Florida,26.99206357,24.02707857,22.89014143,24.21348643
12031,Duval County,Florida,37.021515,32.29162,30.41811286,34.28230143
12033,Escambia County,Florida,37.684668,34.669963,31.359202,29.932187
12035,Flagler County,Florida,29.21504222,25.34652222,24.19891222,25.06282889
12037,Franklin County,Florida,27.15172143,25.12314143,23.31917143,22.73192857
12039,Gadsden County,Florida,32.304447,28.851028,26.392751,24.919579
12041,Gilchrist County,Florida,29.10075667,25.26096833,24.28279333,26.21509333
12043,Glades County,Florida,27.73504235,24.81888765,24.32669882,25.70180118
12045,Gulf County,Florida,28.70047091,26.68685727,24.83194364,22.65158364
12047,Hamilton County,Florida,29.76630222,26.67259,24.60441889,25.00685222
12049,Hardee County,Florida,28.2076625,24.73213083,24.23467833,23.26604833
12051,Hendry County,Florida,27.75997731,24.36885231,23.70551846,25.66745308
12053,Hernando County,Florida,34.59512,30.37377818,28.68189364,31.53037727
12055,Highlands County,Florida,25.80228429,22.7080919,22.34731381,22.95515905
12057,Hillsborough County,Florida,37.65193579,33.80186526,31.62404947,31.70782474
12059,Holmes County,Florida,33.06540875,29.83132375,27.53200125,24.5763675
12061,Indian River County,Florida,24.108251,20.386254,19.773295,18.905814
12063,Jackson County,Florida,32.35395316,29.36566053,27.08857842,24.82016316
12065,Jefferson County,Florida,29.60275889,26.69847333,24.34697889,24.52028111
12067,Lafayette County,Florida,27.739075,25.663622,23.85051,24.584107
12069,Lake County,Florida,37.0991081,33.15845952,31.51693714,32.22673714
12071,Lee County,Florida,29.09967133,26.53511733,25.820054,27.13790467
12073,Leon County,Florida,31.92712714,28.46154071,26.06233857,25.50875214
12075,Levy County,Florida,28.83249611,24.87677944,24.36221556,26.73985611
12077,Liberty County,Florida,29.96737556,27.260605,25.15160722,23.74152611
12079,Madison County,Florida,30.44486533,27.56298067,25.171,25.530172
12081,Manatee County,Florida,33.27811083,29.28188833,27.83366083,28.34306917
12083,Marion County,Florida,31.70274333,27.51030833,26.93397167,29.945662
12085,Martin County,Florida,25.288365,20.56622917,20.30832917,20.7151025
12086,Miami-Dade County,Florida,23.36973139,20.67049667,20.62517694,19.39108833
12087,Monroe County,Florida,24.04218941,21.78490941,21.63549941,20.99845824
12089,Nassau County,Florida,33.05205583,29.16617833,27.465025,29.40305083
12091,Okaloosa County,Florida,34.78751765,31.74491176,29.06723882,25.90503118
12093,Okeechobee County,Florida,26.86879647,23.09420529,22.38265529,23.54685294
12095,Orange County,Florida,36.08354579,32.34818158,30.30067211,28.35987316
12097,Osceola County,Florida,29.11812778,25.45253222,24.39644,23.8542863
12099,Palm Beach County,Florida,26.35405,21.67531175,21.362297,21.4131625
12101,Pasco County,Florida,36.67121,32.514802,30.54947,32.33434933
12103,Pinellas County,Florida,39.17599333,35.94154833,33.696285,34.97770333
12105,Polk County,Florida,32.85136158,29.215625,28.04307316,27.10565474
12107,Putnam County,Florida,32.29924846,27.60504692,26.97876846,29.44676769
12109,St. Johns County,Florida,30.035892,25.573505,24.840429,27.414419
12111,St. Lucie County,Florida,23.675102,19.65321,19.240385,18.805779
12113,Santa Rosa County,Florida,36.60445381,33.7847,30.87986571,28.24472
12115,Sarasota County,Florida,32.15340455,28.67814455,27.57101273,28.81966455
12117,Seminole County,Florida,32.86761429,29.55919714,28.04398714,24.80013
12119,Sumter County,Florida,36.279024,32.255535,30.842281,33.623908
12121,Suwannee County,Florida,29.76295167,26.72477333,24.57542083,25.698035
12123,Taylor County,Florida,27.59773111,25.80391444,23.94578444,24.55679833
12125,Union County,Florida,31.863148,27.62112,26.439814,28.504716
12127,Volusia County,Florida,30.28472619,26.68126905,25.35406143,23.5093281
12129,Wakulla County,Florida,29.44744,27.01690727,24.62000364,24.61066273
12131,Walton County,Florida,34.33301842,31.20731789,28.80631632,24.94839842
12133,Washington County,Florida,32.473632,28.950688,27.246988,24.024157
13001,Appling County,Georgia,32.038947,28.607286,25.935252,25.340691
13003,Atkinson County,Georgia,30.66188857,27.59208429,25.44099571,25.19561286
13005,Bacon County,Georgia,31.397936,28.210154,25.714388,25.296952
13007,Baker County,Georgia,33.905155,30.59120833,28.71682333,25.88890667
13009,Baldwin County,Georgia,41.038442,35.578648,32.423504,30.076782
13011,Banks County,Georgia,45.332606,39.407436,36.051262,32.975168
13013,Barrow County,Georgia,49.3788075,42.0265875,38.115315,36.00261
13015,Bartow County,Georgia,44.3054575,39.4187025,35.32854375,34.33620375
13017,Ben Hill County,Georgia,33.361072,29.63952,27.341438,25.678226
13019,Berrien County,Georgia,31.21066286,28.21300857,26.08334286,25.47850286
13021,Bibb County,Georgia,43.8984,37.74782,34.245594,30.836732
13023,Bleckley County,Georgia,37.36675,33.54659333,30.40616333,28.46141
13025,Brantley County,Georgia,30.98011125,27.3582175,25.3784425,26.1448025
13027,Brooks County,Georgia,32.03870111,28.37722444,26.10961556,25.46518889
13029,Bryan County,Georgia,36.49382857,32.32297571,29.50801,29.46640857
13031,Bulloch County,Georgia,34.3009,30.31818333,27.20774583,26.92058
13033,Burke County,Georgia,36.75160571,32.53488214,29.94320143,29.21197143
13035,Butts County,Georgia,46.0298275,38.629765,35.2638525,33.6263225
13037,Calhoun County,Georgia,33.2633725,29.7804925,27.8112575,25.4984475
13039,Camden County,Georgia,32.118098,28.453982,26.972295,28.26965
